1,https://www.justia.com/marketing/,email,2020-09,directory-newsletter,image-header-logo-1,
1,https://www.justia.com/marketing/,email,2020-09,directory-newsletter,button-main-image-learn-more-1,
1,https://www.justia.com/covid-19/,email,2020-09,directory-newsletter,featured-covid-01,
1,https://www.justia.com/covid-19/,email,2020-09,directory-newsletter,text-covid-19-title-1,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/coronavirus-and-unemployment-benefits-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-01,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/eviction-mortgage-foreclosure-relief-during-covid-19-50-state-resource/,email,2020-09,directory-newsletter,text-covid-19-text-02,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/covid-19-reopening-plans-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-03,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/covid-19-taxes-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-04,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/elections-during-covid-19-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-05,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/bar-exam-modifications-during-covid-19-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-06,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/court-operations-during-covid-19-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-07,
1,https://www.justia.com/covid-19/50-state-covid-19-resources/travel-restrictions-during-covid-19-50-state-resources/,email,2020-09,directory-newsletter,text-covid-19-text-08,
1,https://onward.justia.com/,email,2020-09,directory-newsletter,image-onward-post-1,
1,https://onward.justia.com/,email,2020-09,directory-newsletter,text-onward-post-title-1,
1,https://onward.justia.com/,email,2020-09,directory-newsletter,button-learn-more-1,
3,https://www.barhomalaw.com/,,,,,
1,https://www.justia.com/marketing/,email,2020-09,directory-newsletter,section-featured-site-of-the-month-learn-more-button-v1,
4,https://www.justia.com/marketing/lawyer-directory/,email,2020-09,directory-newsletter,banner-premium-memberships-v35,
1,tel:8885878421,,,,,
1,https://www.theverge.com/2020/8/20/21377841/uber-lyft-california-judge-block-emergency-stay-employees,,,,,
1,https://arstechnica.com/tech-policy/2020/08/secret-service-other-agencies-buy-access-to-mobile-phone-location-data/,,,,,
1,https://www.cnbc.com/2019/07/03/appeals-court-says-amazon-is-liable-for-third-party-sellers-products.html,,,,,
