3,https://justatic.com/v/1/emails/images/spacer.gif,space,[remote]
1,https://justatic.com/v/20211126/emails/images/newsletters/common/v2/justia-insights-blue-white.png,Justia Insights,[remote]
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/welcome-graphic-01.gif,Welcome,16.9 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/featured-news-01.png,7 Tips for Optimizing YouTube Videos for SEO and Conversions,21.2 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/justia-desk-icon.png,,13.8 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/featured-news-02.png,Common HTTP Status Codes and What They Mean,20.3 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/score-big.png,,31 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/lawyer-photo-01.jpg,Lucas Wynne,15.1 kB
1,https://justatic.com/v/20190708/emails/images/newsletters/common/v2/justia-badge.png,Justia Badge,[remote]
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/leaderboard-photo-01.jpg,Fritz-Howard Raymond Clapp,20.7 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/featured-site-01.png,Farrell Weaver & Okun,9 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/tip-of-the-month.png,,14.4 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/trending-icon.png,,15.8 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/inside-justia-01.png,The Great Escape,268 kB
1,https://justatic.com/v/1/emails/images/newsletters/2022/02/inside-justia-02.png,Taking It Easy,1.28 MB
1,https://justatic.com/v/1/emails/images/newsletters/common/jurispro-01.png,JurisPro Expert Witness Directory,[remote]
1,https://justatic.com/v/20190705/shared/images/logos/justia-blue.png,Justia,[remote]
1,https://lawyers.justia.com/s/facebook-flat-64.png,Facebook,[remote]
1,https://lawyers.justia.com/s/twitter-flat-64.png,Twitter,[remote]
1,https://lawyers.justia.com/s/linkedin-flat-64.png,LinkedIn,[remote]
1,https://lawyers.justia.com/s/justia-flat-64.png,Justia,[remote]
